record_id,mine_id,violation_count,overdue_actions,inspection_score,maintenance_delay_days,equipment_failure_count,contractor_violations,contractor_compliance_score,environmental_issues,risk_score,risk_level
HIST_1170,M006,7,3,78,18,8,7,91,7,100,CRITICAL
HIST_1171,M004,12,1,65,27,3,6,94,6,100,CRITICAL
HIST_1172,M005,7,7,99,17,0,5,53,2,100,CRITICAL
HIST_1173,M007,11,0,76,25,5,5,59,6,100,CRITICAL
HIST_1174,M010,10,6,93,24,8,4,65,0,100,CRITICAL
HIST_1175,M007,12,0,53,4,5,6,69,3,100,CRITICAL
HIST_1176,M005,1,8,69,6,7,1,66,7,100,CRITICAL
HIST_1177,M001,1,2,51,21,8,2,47,7,100,CRITICAL
HIST_1178,M005,2,3,49,29,6,4,58,3,100,CRITICAL
HIST_1179,M003,10,8,49,14,0,5,78,0,100,CRITICAL
HIST_1180,M008,5,6,70,5,1,2,79,6,86.75,CRITICAL
HIST_1181,M005,11,1,69,30,3,2,100,3,100,CRITICAL
HIST_1182,M005,6,10,75,5,4,3,77,7,100,CRITICAL
HIST_1183,M009,3,0,54,14,1,6,83,3,73.15,HIGH
HIST_1184,M005,5,9,76,14,7,0,92,1,100,CRITICAL
HIST_1185,M007,10,7,67,22,4,6,84,2,100,CRITICAL
HIST_1186,M010,3,2,84,23,6,7,69,2,99.45,CRITICAL
HIST_1187,M005,1,6,89,30,0,3,100,2,80.35,CRITICAL
HIST_1188,M009,10,8,63,21,1,3,76,6,100,CRITICAL
HIST_1189,M007,1,5,49,24,1,8,94,5,100,CRITICAL
HIST_1190,M002,7,2,61,6,8,0,74,0,80.35,CRITICAL
HIST_1191,M004,10,10,92,14,6,5,92,6,100,CRITICAL
HIST_1192,M008,6,0,45,8,1,2,65,7,84.6,CRITICAL
HIST_1193,M005,7,1,50,17,3,7,53,7,100,CRITICAL
HIST_1194,M009,2,2,98,0,1,2,63,1,34.95,MEDIUM
HIST_1195,M006,11,6,55,2,0,4,54,7,100,CRITICAL
HIST_1196,M009,2,3,90,1,8,3,73,0,60.95,HIGH
HIST_1197,M008,10,10,90,21,1,6,89,4,100,CRITICAL
HIST_1198,M004,0,9,45,1,6,3,60,5,100,CRITICAL
HIST_1199,M002,3,1,46,13,0,0,66,3,65.0,HIGH
HIST_1200,M009,3,1,96,26,2,2,47,6,87.85,CRITICAL
HIST_1201,M007,1,5,65,17,3,3,79,6,95.4,CRITICAL
HIST_1202,M007,1,3,58,3,5,5,56,0,71.8,HIGH
HIST_1203,M005,10,5,45,12,3,7,59,1,100,CRITICAL
HIST_1204,M010,10,9,68,1,1,3,71,4,100,CRITICAL
HIST_1205,M007,7,1,90,17,2,4,51,5,92.15,CRITICAL
HIST_1206,M001,10,2,66,5,5,7,49,5,100,CRITICAL
HIST_1207,M004,9,9,73,12,8,3,77,0,100,CRITICAL
HIST_1208,M004,0,9,93,28,1,4,60,6,100,CRITICAL
HIST_1209,M003,9,1,48,4,5,7,63,3,100,CRITICAL
HIST_1210,M003,6,3,86,1,3,7,92,5,79.6,CRITICAL
HIST_1211,M005,4,5,86,25,0,8,95,6,100,CRITICAL
HIST_1212,M009,12,0,59,27,5,5,60,3,100,CRITICAL
HIST_1213,M003,0,10,60,25,3,6,78,5,100,CRITICAL
HIST_1214,M003,7,10,45,2,7,1,57,0,100,CRITICAL
HIST_1215,M002,3,2,50,5,8,3,60,8,100,CRITICAL
HIST_1216,M010,6,7,64,5,3,3,72,2,94.1,CRITICAL
HIST_1217,M002,3,4,63,18,7,3,62,7,100,CRITICAL
HIST_1218,M010,5,6,69,5,7,7,72,8,100,CRITICAL
HIST_1219,M007,11,6,93,4,7,0,93,6,100,CRITICAL
HIST_1220,M005,1,4,83,17,2,8,91,2,79.6,CRITICAL
HIST_1221,M002,6,7,64,14,4,6,80,7,100,CRITICAL
HIST_1222,M001,5,2,90,15,3,2,57,0,69.25,HIGH
HIST_1223,M007,8,5,76,12,6,6,92,5,100,CRITICAL
HIST_1224,M007,7,4,86,18,1,6,47,1,97.75,CRITICAL
HIST_1225,M009,9,2,57,24,6,4,94,5,100,CRITICAL
HIST_1226,M007,11,7,85,22,5,0,86,6,100,CRITICAL
HIST_1227,M003,11,3,60,15,0,5,85,0,93.25,CRITICAL
HIST_1228,M001,4,9,74,30,2,4,60,2,100,CRITICAL
HIST_1229,M009,1,1,86,22,6,6,90,1,76.8,CRITICAL
HIST_1230,M009,3,6,55,26,6,4,89,4,100,CRITICAL
HIST_1231,M002,8,10,69,18,4,6,93,1,100,CRITICAL
HIST_1232,M007,10,9,94,25,5,2,62,3,100,CRITICAL
HIST_1233,M007,11,4,45,5,7,0,51,1,100,CRITICAL
HIST_1234,M003,8,6,86,9,6,2,56,5,100,CRITICAL
HIST_1235,M010,11,2,57,15,2,8,52,7,100,CRITICAL
HIST_1236,M008,3,2,57,1,2,3,61,6,74.5,HIGH
HIST_1237,M007,10,9,51,27,2,1,63,1,100,CRITICAL
HIST_1238,M002,1,4,49,10,0,3,75,7,83.6,CRITICAL
HIST_1239,M009,0,0,62,24,0,0,51,3,63.35,HIGH
HIST_1240,M006,12,0,69,19,8,4,76,7,100,CRITICAL
HIST_1241,M006,9,6,66,11,5,5,97,3,100,CRITICAL
HIST_1242,M002,10,6,69,19,0,5,100,5,100,CRITICAL
HIST_1243,M009,0,7,100,22,6,2,46,1,93.9,CRITICAL
HIST_1244,M001,4,3,68,14,7,8,71,3,100,CRITICAL
HIST_1245,M008,10,5,46,20,5,0,96,5,100,CRITICAL
HIST_1246,M002,3,9,76,12,1,5,72,7,100,CRITICAL
HIST_1247,M010,11,6,63,19,3,2,100,8,100,CRITICAL
HIST_1248,M008,12,8,47,4,7,1,64,8,100,CRITICAL
HIST_1249,M003,2,7,52,15,8,3,60,3,100,CRITICAL
HIST_1250,M003,12,10,89,2,1,6,90,0,100,CRITICAL
HIST_1251,M002,5,6,94,8,3,4,87,7,93.95,CRITICAL
HIST_1252,M004,10,2,79,20,7,1,95,5,100,CRITICAL
HIST_1253,M009,9,9,49,20,5,6,90,6,100,CRITICAL
HIST_1254,M002,6,3,59,8,1,4,50,1,82.45,CRITICAL
HIST_1255,M007,5,9,57,23,1,5,53,5,100,CRITICAL
HIST_1256,M007,9,0,64,1,8,3,99,6,90.55,CRITICAL
HIST_1257,M002,5,5,96,21,2,8,87,3,99.85,CRITICAL
HIST_1258,M004,6,0,79,27,7,5,54,4,100,CRITICAL
HIST_1259,M010,7,10,74,4,4,2,92,0,93.9,CRITICAL
HIST_1260,M004,5,4,77,22,1,4,99,7,99.7,CRITICAL
HIST_1261,M003,7,4,90,30,6,0,96,5,100,CRITICAL
HIST_1262,M008,11,3,99,23,3,0,100,2,87.95,CRITICAL
HIST_1263,M006,11,6,64,26,2,0,80,6,100,CRITICAL
HIST_1264,M005,6,10,75,11,6,6,49,8,100,CRITICAL
HIST_1265,M006,4,3,89,27,8,6,51,2,100,CRITICAL
HIST_1266,M010,12,9,100,25,0,4,74,2,100,CRITICAL
HIST_1267,M004,2,7,89,15,4,2,58,3,92.35,CRITICAL
HIST_1268,M003,11,10,45,11,1,2,69,6,100,CRITICAL
HIST_1269,M006,0,1,67,15,2,0,52,8,75.55,CRITICAL
HIST_1270,M004,9,6,54,20,6,3,47,1,100,CRITICAL
HIST_1271,M008,6,7,64,22,2,6,94,1,100,CRITICAL
HIST_1272,M002,10,6,62,20,7,5,45,1,100,CRITICAL
HIST_1273,M005,1,1,76,20,8,3,46,7,100,CRITICAL
HIST_1274,M005,11,1,95,18,2,6,75,6,100,CRITICAL
HIST_1275,M001,9,2,51,10,1,8,56,6,100,CRITICAL
HIST_1276,M010,6,8,97,17,8,7,49,8,100,CRITICAL
HIST_1277,M001,8,10,52,24,3,1,56,2,100,CRITICAL
HIST_1278,M003,8,7,96,10,1,0,53,3,89.15,CRITICAL
HIST_1279,M005,1,8,61,27,0,1,52,8,100,CRITICAL
HIST_1280,M009,5,8,55,13,0,3,64,0,94.85,CRITICAL
HIST_1281,M006,12,4,87,17,7,2,81,7,100,CRITICAL
HIST_1282,M001,8,5,83,17,8,3,89,1,100,CRITICAL
HIST_1283,M004,3,0,57,4,4,3,53,8,84.1,CRITICAL
HIST_1284,M005,9,5,62,4,6,1,80,4,100,CRITICAL
HIST_1285,M003,6,10,55,12,7,1,61,6,100,CRITICAL
HIST_1286,M010,8,3,49,20,4,3,90,5,100,CRITICAL
HIST_1287,M006,10,10,97,16,2,6,97,2,100,CRITICAL
HIST_1288,M009,12,6,69,0,3,1,62,1,94.85,CRITICAL
HIST_1289,M006,1,10,80,13,1,5,85,1,87.85,CRITICAL
HIST_1290,M007,5,4,54,27,3,4,45,1,100,CRITICAL
HIST_1291,M010,3,6,51,25,1,2,78,4,100,CRITICAL
HIST_1292,M010,12,7,51,16,5,4,80,4,100,CRITICAL
HIST_1293,M009,1,0,55,10,6,2,67,8,86.0,CRITICAL
HIST_1294,M003,9,6,75,18,2,4,45,8,100,CRITICAL
HIST_1295,M004,10,2,54,12,4,0,91,5,97.75,CRITICAL
HIST_1296,M008,10,9,71,22,7,2,73,5,100,CRITICAL
HIST_1297,M005,8,4,62,30,6,8,90,3,100,CRITICAL
HIST_1298,M002,10,1,64,13,5,1,85,1,86.45,CRITICAL
HIST_1299,M009,11,3,50,5,0,1,92,4,85.0,CRITICAL
HIST_1300,M009,7,0,72,21,8,2,75,7,100,CRITICAL
HIST_1301,M001,10,10,79,22,1,6,45,3,100,CRITICAL
HIST_1302,M010,11,6,89,17,5,3,92,8,100,CRITICAL
HIST_1303,M002,0,9,73,30,2,8,59,2,100,CRITICAL
HIST_1304,M003,5,2,77,11,0,6,76,6,83.25,CRITICAL
HIST_1305,M005,5,1,66,29,3,8,99,1,97.95,CRITICAL
HIST_1306,M004,4,7,63,8,3,0,92,6,91.55,CRITICAL
HIST_1307,M001,4,10,77,26,0,7,84,7,100,CRITICAL
HIST_1308,M001,5,0,84,14,5,4,67,1,73.65,HIGH
HIST_1309,M004,5,2,70,11,0,1,72,7,77.2,CRITICAL
HIST_1310,M001,1,8,77,28,2,6,52,7,100,CRITICAL
HIST_1311,M006,2,10,61,7,7,6,68,4,100,CRITICAL
HIST_1312,M003,6,2,79,25,4,1,73,7,100,CRITICAL
HIST_1313,M002,2,5,92,13,0,5,100,3,65.9,HIGH
HIST_1314,M001,3,4,47,4,6,6,92,5,98.35,CRITICAL
HIST_1315,M008,2,10,57,30,7,4,52,6,100,CRITICAL
HIST_1316,M009,8,7,96,21,2,5,93,6,100,CRITICAL
HIST_1317,M006,11,6,53,3,1,0,53,2,97.8,CRITICAL
HIST_1318,M007,8,0,94,21,3,0,88,5,78.3,CRITICAL
HIST_1319,M007,9,0,72,15,4,4,76,1,85.8,CRITICAL
HIST_1320,M002,3,9,54,23,8,2,60,4,100,CRITICAL
HIST_1321,M009,4,3,87,26,6,3,75,1,94.5,CRITICAL
HIST_1322,M007,9,2,57,27,2,3,52,2,100,CRITICAL
HIST_1323,M002,0,4,57,29,2,6,46,3,100,CRITICAL
HIST_1324,M007,0,6,71,16,4,3,59,5,98.1,CRITICAL
HIST_1325,M006,7,0,77,13,0,4,52,4,78.65,CRITICAL
HIST_1326,M001,4,5,90,13,3,5,48,2,91.6,CRITICAL
HIST_1327,M005,0,0,87,23,5,3,63,7,84.9,CRITICAL
HIST_1328,M005,9,1,72,5,4,7,68,5,99.3,CRITICAL
HIST_1329,M006,1,1,87,0,8,2,66,5,64.05,HIGH
HIST_1330,M004,11,9,78,19,5,3,86,4,100,CRITICAL
HIST_1331,M001,9,6,50,28,1,2,85,1,100,CRITICAL
HIST_1332,M009,9,10,97,6,3,7,51,1,100,CRITICAL
HIST_1333,M001,9,5,64,23,7,3,79,2,100,CRITICAL
HIST_1334,M008,2,3,71,17,4,8,67,5,100,CRITICAL
HIST_1335,M001,10,1,72,2,7,6,78,8,100,CRITICAL
HIST_1336,M004,2,9,62,22,2,4,47,0,100,CRITICAL
HIST_1337,M008,11,6,76,21,8,8,49,2,100,CRITICAL
HIST_1338,M004,12,8,69,17,6,6,83,4,100,CRITICAL
HIST_1339,M008,2,0,55,18,3,0,95,8,77.6,CRITICAL
HIST_1340,M009,8,8,61,9,3,4,90,4,100,CRITICAL
HIST_1341,M003,1,2,59,1,8,3,63,0,67.3,HIGH
HIST_1342,M009,4,2,62,27,0,3,97,3,82.95,CRITICAL
HIST_1343,M005,1,0,86,11,5,5,50,8,85.1,CRITICAL
HIST_1344,M006,11,2,71,28,4,5,48,0,100,CRITICAL
HIST_1345,M007,3,4,56,8,0,8,87,1,76.25,CRITICAL
HIST_1346,M004,10,4,100,20,8,3,97,7,100,CRITICAL
HIST_1347,M007,5,4,58,18,6,2,73,3,100,CRITICAL
HIST_1348,M003,5,2,75,2,7,2,74,2,72.65,HIGH
HIST_1349,M003,3,9,76,30,2,4,46,4,100,CRITICAL
HIST_1350,M007,2,6,88,19,3,1,54,1,83.0,CRITICAL
HIST_1351,M010,3,7,86,12,1,8,53,0,91.05,CRITICAL
HIST_1352,M003,1,6,69,0,1,0,93,0,42.6,MEDIUM
HIST_1353,M009,3,1,62,4,0,0,95,1,35.35,MEDIUM
HIST_1354,M010,11,5,99,22,1,3,53,7,100,CRITICAL
HIST_1355,M009,7,2,64,10,7,2,60,0,89.6,CRITICAL
HIST_1356,M002,11,4,85,17,1,0,97,0,78.4,CRITICAL
HIST_1357,M001,8,4,51,16,6,2,45,3,100,CRITICAL
HIST_1358,M002,3,6,69,4,5,4,59,6,100,CRITICAL
HIST_1359,M010,7,2,52,7,1,4,67,1,78.45,CRITICAL
HIST_1360,M003,5,1,68,29,1,0,83,2,78.25,CRITICAL
HIST_1361,M010,6,8,66,19,2,6,54,4,100,CRITICAL
HIST_1362,M001,4,5,51,8,7,5,61,1,100,CRITICAL
HIST_1363,M002,2,10,54,10,2,6,73,7,100,CRITICAL
HIST_1364,M003,1,9,72,30,4,2,50,5,100,CRITICAL
HIST_1365,M010,2,6,67,10,7,6,75,6,100,CRITICAL
HIST_1366,M008,12,10,66,4,3,6,71,8,100,CRITICAL
HIST_1367,M010,8,8,76,17,8,3,69,1,100,CRITICAL
HIST_1368,M001,11,6,78,18,3,1,60,5,100,CRITICAL
HIST_1369,M006,3,0,68,17,7,2,52,0,78.6,CRITICAL
HIST_1370,M004,5,2,63,14,2,8,71,3,95.0,CRITICAL
HIST_1371,M007,3,0,92,4,1,2,69,0,32.35,MEDIUM
HIST_1372,M001,5,0,89,3,1,7,98,2,49.45,MEDIUM
HIST_1373,M003,2,5,54,2,3,1,45,6,87.75,CRITICAL
HIST_1374,M008,12,2,75,23,2,8,89,4,100,CRITICAL
HIST_1375,M001,6,5,73,25,0,4,52,2,100,CRITICAL
HIST_1376,M007,10,0,83,24,2,8,55,0,100,CRITICAL
HIST_1377,M007,6,10,74,17,4,8,64,3,100,CRITICAL
HIST_1378,M007,2,4,50,16,6,2,92,3,92.7,CRITICAL
HIST_1379,M008,9,0,59,12,2,8,83,1,89.0,CRITICAL
HIST_1380,M006,7,5,86,20,6,6,55,0,100,CRITICAL
HIST_1381,M010,10,6,57,8,1,1,49,5,100,CRITICAL
HIST_1382,M002,12,5,46,7,4,2,79,1,100,CRITICAL
HIST_1383,M001,3,9,45,24,4,3,80,3,100,CRITICAL
HIST_1384,M006,3,4,50,18,0,7,47,0,94.85,CRITICAL
HIST_1385,M006,1,4,45,11,4,6,77,3,93.2,CRITICAL
HIST_1386,M009,12,6,91,11,2,1,66,6,100,CRITICAL
HIST_1387,M008,1,8,96,24,2,0,82,6,93.7,CRITICAL
HIST_1388,M004,9,0,63,5,2,7,50,1,84.95,CRITICAL
HIST_1389,M006,3,10,86,4,2,8,78,8,100,CRITICAL
HIST_1390,M004,7,2,66,9,5,6,47,6,100,CRITICAL
HIST_1391,M003,3,9,83,2,2,7,51,0,89.1,CRITICAL
HIST_1392,M006,12,4,80,27,1,7,51,7,100,CRITICAL
HIST_1393,M002,2,4,55,2,4,5,67,1,75.9,CRITICAL
HIST_1394,M002,2,7,61,15,4,7,86,2,100,CRITICAL
HIST_1395,M008,9,7,47,11,4,6,71,2,100,CRITICAL
HIST_1396,M009,5,8,99,19,5,5,50,6,100,CRITICAL
HIST_1397,M001,7,4,88,1,0,3,89,8,76.65,CRITICAL
HIST_1398,M004,2,1,63,12,2,6,99,1,61.6,HIGH
HIST_1399,M008,6,7,87,2,5,7,74,8,100,CRITICAL
HIST_1400,M004,1,1,56,23,1,6,94,6,87.5,CRITICAL
HIST_1401,M002,6,5,49,10,5,7,58,7,100,CRITICAL
HIST_1402,M006,4,7,47,17,2,7,54,3,100,CRITICAL
HIST_1403,M007,9,0,83,24,6,0,96,5,95.75,CRITICAL
HIST_1404,M003,7,3,48,6,0,6,62,4,94.9,CRITICAL
HIST_1405,M007,1,2,49,8,6,1,64,7,88.95,CRITICAL
HIST_1406,M002,8,3,87,28,4,2,98,0,91.65,CRITICAL
HIST_1407,M008,6,5,93,9,2,3,67,6,91.0,CRITICAL
HIST_1408,M001,7,8,89,25,2,6,67,6,100,CRITICAL
HIST_1409,M001,8,9,57,2,2,5,87,5,100,CRITICAL
HIST_1410,M005,2,7,54,15,5,1,95,6,100,CRITICAL
HIST_1411,M001,8,0,73,30,2,7,85,1,99.7,CRITICAL
HIST_1412,M004,3,3,71,22,8,2,83,6,100,CRITICAL
HIST_1413,M001,5,3,57,21,0,5,97,5,95.5,CRITICAL
HIST_1414,M007,4,4,77,26,1,7,86,7,100,CRITICAL
HIST_1415,M002,6,5,67,26,8,6,78,5,100,CRITICAL
HIST_1416,M009,2,7,72,11,2,8,83,2,93.25,CRITICAL
HIST_1417,M002,6,6,63,27,6,4,89,1,100,CRITICAL
HIST_1418,M010,12,1,50,20,0,6,51,7,100,CRITICAL
HIST_1419,M007,8,1,85,14,8,0,87,4,89.3,CRITICAL
HIST_1420,M008,3,3,94,14,8,6,52,3,99.9,CRITICAL
HIST_1421,M001,1,5,95,29,7,6,97,6,100,CRITICAL
HIST_1422,M004,5,3,77,9,4,4,64,6,94.85,CRITICAL
HIST_1423,M009,0,6,47,0,0,2,95,5,63.8,HIGH
HIST_1424,M007,11,9,65,10,2,6,60,8,100,CRITICAL
HIST_1425,M003,3,9,86,12,0,6,53,6,100,CRITICAL
HIST_1426,M009,6,5,78,5,6,3,51,2,95.45,CRITICAL
HIST_1427,M003,1,10,81,25,6,4,98,8,100,CRITICAL
HIST_1428,M001,5,3,50,2,0,6,45,2,81.65,CRITICAL
HIST_1429,M008,9,8,50,18,6,0,92,2,100,CRITICAL
HIST_1430,M005,10,10,94,11,2,3,86,3,100,CRITICAL
HIST_1431,M005,3,8,98,7,6,4,87,0,81.35,CRITICAL
HIST_1432,M002,1,2,85,0,1,1,74,1,31.25,MEDIUM
HIST_1433,M006,2,4,61,28,2,1,49,7,100,CRITICAL
HIST_1434,M002,3,6,51,15,0,6,49,7,100,CRITICAL
HIST_1435,M003,3,10,71,12,5,7,96,2,100,CRITICAL
HIST_1436,M008,4,0,56,21,0,1,66,5,78.6,CRITICAL
HIST_1437,M002,9,9,79,0,2,8,92,4,100,CRITICAL
HIST_1438,M004,3,9,46,17,0,8,77,2,100,CRITICAL
HIST_1439,M003,5,1,58,0,5,2,59,1,66.95,HIGH
HIST_1440,M005,4,4,75,6,1,5,90,8,85.95,CRITICAL
HIST_1441,M004,7,7,72,16,6,3,61,2,100,CRITICAL
HIST_1442,M008,10,4,70,3,4,2,95,3,87.35,CRITICAL
HIST_1443,M010,6,7,72,19,4,5,84,1,100,CRITICAL
HIST_1444,M008,6,6,57,18,5,5,85,1,100,CRITICAL
HIST_1445,M006,2,0,77,8,6,4,83,8,79.9,CRITICAL
HIST_1446,M006,6,0,52,5,5,6,95,2,78.05,CRITICAL
HIST_1447,M002,3,1,58,21,5,5,54,5,100,CRITICAL
HIST_1448,M004,0,5,89,0,5,3,74,5,67.85,HIGH
HIST_1449,M009,8,1,69,9,3,8,58,1,92.15,CRITICAL
HIST_1450,M006,4,9,96,27,1,6,88,6,100,CRITICAL
HIST_1451,M007,5,3,57,1,7,7,47,4,100,CRITICAL
HIST_1452,M005,1,1,73,5,5,6,60,0,62.45,HIGH
HIST_1453,M007,0,10,95,27,0,7,63,2,100,CRITICAL
HIST_1454,M002,0,8,78,1,5,0,49,7,89.65,CRITICAL
HIST_1455,M007,12,6,91,9,4,5,93,5,100,CRITICAL
HIST_1456,M008,1,8,94,10,7,0,70,4,89.6,CRITICAL
HIST_1457,M001,7,10,52,26,5,1,46,3,100,CRITICAL
HIST_1458,M004,0,2,51,10,6,3,55,1,76.9,CRITICAL
HIST_1459,M005,11,5,97,28,8,0,89,0,100,CRITICAL
HIST_1460,M010,12,0,52,1,4,1,61,5,93.25,CRITICAL
HIST_1461,M002,12,6,62,22,2,2,82,7,100,CRITICAL
HIST_1462,M009,2,5,100,4,6,7,87,1,72.55,HIGH
HIST_1463,M004,8,3,81,15,7,4,65,7,100,CRITICAL
HIST_1464,M004,1,4,94,9,1,5,80,3,61.4,HIGH
HIST_1465,M008,11,1,49,15,0,3,45,3,100,CRITICAL
HIST_1466,M009,6,3,76,3,5,3,97,8,89.25,CRITICAL
HIST_1467,M004,5,4,90,14,2,8,51,2,95.55,CRITICAL
HIST_1468,M004,5,6,73,27,8,3,94,6,100,CRITICAL
HIST_1469,M002,1,4,72,5,4,1,54,7,81.8,CRITICAL
HIST_1470,M008,11,1,60,0,7,2,62,0,86.5,CRITICAL
HIST_1471,M006,10,8,73,11,4,1,80,1,100,CRITICAL
HIST_1472,M001,6,3,54,12,8,6,77,5,100,CRITICAL
HIST_1473,M004,7,4,68,3,0,6,91,6,87.05,CRITICAL
HIST_1474,M009,4,3,70,5,4,8,83,7,97.75,CRITICAL
HIST_1475,M001,6,1,88,1,3,1,59,1,52.15,MEDIUM
HIST_1476,M004,0,9,62,7,1,8,51,4,100,CRITICAL
HIST_1477,M008,9,6,70,12,1,3,91,4,100,CRITICAL
HIST_1478,M001,3,2,95,6,5,4,90,4,65.45,HIGH
HIST_1479,M003,1,2,77,29,7,4,99,3,94.1,CRITICAL
HIST_1480,M001,5,10,49,5,2,5,74,2,100,CRITICAL
HIST_1481,M003,10,7,72,10,0,2,61,1,97.55,CRITICAL
HIST_1482,M008,10,0,83,11,7,0,76,3,85.15,CRITICAL
HIST_1483,M003,1,0,97,0,4,3,78,8,53.05,MEDIUM
HIST_1484,M008,12,2,94,3,1,4,96,5,78.7,CRITICAL
HIST_1485,M001,7,5,79,8,7,4,68,7,100,CRITICAL
HIST_1486,M009,5,4,90,10,8,7,52,4,100,CRITICAL
HIST_1487,M006,11,10,46,4,6,3,87,2,100,CRITICAL
HIST_1488,M004,7,0,60,18,6,5,58,1,100,CRITICAL
HIST_1489,M003,6,10,51,30,4,8,73,8,100,CRITICAL
HIST_1490,M005,4,10,67,28,5,6,82,6,100,CRITICAL
HIST_1491,M007,4,3,47,18,8,5,98,1,100,CRITICAL
HIST_1492,M008,12,7,81,30,5,4,52,0,100,CRITICAL
HIST_1493,M003,10,2,74,21,2,8,63,8,100,CRITICAL
HIST_1494,M004,4,7,63,2,4,0,74,0,73.85,HIGH
HIST_1495,M006,4,9,52,1,7,4,45,6,100,CRITICAL
HIST_1496,M009,10,0,48,8,2,5,63,8,100,CRITICAL
HIST_1497,M005,2,1,90,8,2,3,72,1,46.6,MEDIUM
HIST_1498,M007,3,0,75,29,5,3,96,6,94.05,CRITICAL
HIST_1499,M006,6,1,61,29,4,4,56,6,100,CRITICAL
HIST_1500,M009,12,9,53,21,3,4,53,6,100,CRITICAL
